,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42,45284471,2020-01-01 00:11:35,2020-01-01 01:44:56,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456.0,1221 COLLEGE AVENUE,COLLEGE AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,,BRONX,COLLEGE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2020 01:44:57 AM,04 BRONX,2024390080.0,BRONX,1008281.0,242832.0,MOBILE,Unspecified,BRONX,,,,,,,,40.83316043314273,-73.91315988360401,"(40.833160433142744, -73.91315988360402)"
43,45279343,2020-01-01 00:11:52,2020-01-01 03:19:01,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235.0,2407 EAST   15 STREET,EAST   15 STREET,AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,,BROOKLYN,EAST   15 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:19:05 AM,15 BROOKLYN,3074170075.0,BROOKLYN,996731.0,154888.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59179918056324,-73.95506080572146,"(40.591799180563235, -73.95506080572147)"
44,45288254,2020-01-01 00:12:30,2020-01-10 12:02:01,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10463.0,99 MARBLE HILL AVENUE,MARBLE HILL AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,01/10/2020 12:02:01 PM,08 BRONX,1022150326.0,MANHATTAN,1009347.0,258827.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8770589469279,-73.90924783110853,"(40.877058946927896, -73.90924783110853)"
45,45283614,2020-01-01 00:12:32,2020-01-01 02:58:34,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031.0,501 WEST  139 STREET,WEST  139 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,AMSTERDAM AVENUE,HAMILTON PLACE,,NEW YORK,WEST  139 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 02:58:38 AM,09 MANHATTAN,1020710029.0,MANHATTAN,997914.0,238598.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82156143682672,-73.95063141802162,"(40.82156143682672, -73.95063141802162)"
46,45281904,2020-01-01 00:12:37,2020-01-01 13:46:46,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,10470.0,221 EAST  237 STREET,EAST  237 STREET,KEPLER AVENUE,KATONAH AVENUE,KEPLER AVENUE,KATONAH AVENUE,,BRONX,EAST  237 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2020 01:46:49 PM,12 BRONX,,BRONX,1020229.0,266726.0,PHONE,Unspecified,BRONX,,,,,,,,40.898701541349396,-73.86985551710447,"(40.8987015413494, -73.86985551710447)"
47,45288483,2020-01-01 00:12:46,2020-01-03 15:33:19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10016.0,11 EAST   32 STREET,EAST   32 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",01/03/2020 03:33:19 PM,05 MANHATTAN,1008620011.0,MANHATTAN,988478.0,211372.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74684287943657,-73.98474119946195,"(40.74684287943657, -73.98474119946196)"
48,45280161,2020-01-01 00:13:33,2020-01-01 04:32:58,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10013.0,160 MOTT STREET,MOTT STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,,NEW YORK,MOTT STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 04:32:59 AM,02 MANHATTAN,1004700005.0,MANHATTAN,985291.0,201451.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.71961312308436,-73.99624457863784,"(40.71961312308436, -73.99624457863784)"
49,45285312,2020-01-01 00:13:46,2020-01-02 02:09:02,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452.0,11 WEST  172 STREET,WEST  172 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",01/02/2020 02:09:02 AM,04 BRONX,2028590092.0,BRONX,1007232.0,246159.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84229487094838,-73.91693922160906,"(40.84229487094838, -73.91693922160907)"
50,45281844,2020-01-01 00:14:14,2020-01-01 03:21:11,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11420.0,116-50 120 STREET,120 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,ROCKAWAY BOULEVARD,SUTTER AVENUE,,SOUTH OZONE PARK,120 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:21:15 AM,10 QUEENS,4117120066.0,QUEENS,1034651.0,185488.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.67565498917981,-73.81829743393693,"(40.67565498917981, -73.81829743393693)"
51,45278781,2020-01-01 00:14:18,2020-01-01 02:59:01,NYPD,New York City Police Department,Blocked Driveway,No Access,,11230.0,315 WEBSTER AVENUE,WEBSTER AVENUE,OCEAN PARKWAY,EAST    8 STREET,OCEAN PARKWAY,EAST    8 STREET,,BROOKLYN,WEBSTER AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2020 02:59:04 AM,14 BROOKLYN,3054170043.0,BROOKLYN,992602.0,169998.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6332778661045,-73.96990902761902,"(40.6332778661045, -73.96990902761902)"
52,45280141,2020-01-01 00:14:56,2020-01-01 06:51:18,NYPD,New York City Police Department,Illegal Fireworks,,Street/Sidewalk,11229.0,2723 AVENUE U,AVENUE U,EAST   27 STREET,EAST   28 STREET,EAST   27 STREET,EAST   28 STREET,,BROOKLYN,AVENUE U,,Closed,,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,01/01/2020 06:51:22 AM,15 BROOKLYN,3073320046.0,BROOKLYN,999674.0,157933.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60015245741605,-73.94445726572755,"(40.60015245741605, -73.94445726572754)"
53,45281909,2020-01-01 00:14:58,2020-01-09 10:45:05,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11228.0,21 BAY   10 STREET,BAY   10 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,,BROOKLYN,BAY   10 STREET,,Closed,,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,01/09/2020 10:45:07 AM,11 BROOKLYN,3063610031.0,BROOKLYN,981669.0,161674.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61043378502635,-74.00929576412662,"(40.61043378502635, -74.00929576412663)"
54,45290588,2020-01-01 00:15:21,2020-01-02 23:45:00,DOT,Department of Transportation,Street Condition,Pothole,,10017.0,307 MADISON AVENUE,MADISON AVENUE,EAST   41 STREET,EAST   42 STREET,,,ADDRESS,NEW YORK,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/02/2020 11:45:00 PM,05 MANHATTAN,1012760051.0,MANHATTAN,989920.0,213413.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.752444102570024,-73.97953531832873,"(40.75244410257002, -73.97953531832874)"
55,45280949,2020-01-01 00:15:45,2020-01-01 01:49:49,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11220.0,6804 FOURTH AVENUE,FOURTH AVENUE,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,,BROOKLYN,4 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2020 01:49:52 AM,10 BROOKLYN,3058630039.0,BROOKLYN,977784.0,170696.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63519530532563,-74.02329667342046,"(40.63519530532563, -74.02329667342045)"
56,45278396,2020-01-01 00:15:55,2020-01-01 11:06:07,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378.0,60-17 59 ROAD,59 ROAD,60 STREET,60 LANE,60 STREET,60 LANE,,MASPETH,59 ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2020 11:06:12 AM,05 QUEENS,4027280088.0,QUEENS,1010402.0,200944.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.718182937426654,-73.90565831800564,"(40.718182937426654, -73.90565831800562)"
57,45278575,2020-01-01 00:15:58,2020-01-01 05:19:18,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10464.0,45 WINTERS STREET,WINTERS STREET,DEAD END,CITY ISLAND AVENUE,DEAD END,CITY ISLAND AVENUE,,BRONX,WINTERS STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 05:19:20 AM,10 BRONX,2056260387.0,BRONX,1043014.0,246574.0,MOBILE,Unspecified,BRONX,,,,,,,,40.843268300615456,-73.78761382579795,"(40.843268300615456, -73.78761382579795)"
58,45289096,2020-01-01 00:15:59,2020-01-02 02:09:02,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452.0,11 WEST  172 STREET,WEST  172 STREET,,,,,ADDRESS,BRONX,,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/02/2020 02:09:02 AM,04 BRONX,2028590092.0,BRONX,1007232.0,246159.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84229487094838,-73.91693922160906,"(40.84229487094838, -73.91693922160907)"
59,45277686,2020-01-01 00:16:02,2020-01-01 00:16:04,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016.0,244 EAST   28 STREET,EAST   28 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   28 STREET,,Closed,,,,06 MANHATTAN,1009080034.0,MANHATTAN,990010.0,209341.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74126742715564,-73.97921396959704,"(40.74126742715564, -73.97921396959705)"
60,45291567,2020-01-01 00:16:19,2020-01-03 00:10:00,DOT,Department of Transportation,Street Condition,Pothole,,10173.0,342 MADISON AVENUE,MADISON AVENUE,EAST   43 STREET,EAST   44 STREET,,,ADDRESS,NEW YORK,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/03/2020 12:10:00 AM,05 MANHATTAN,1012780014.0,MANHATTAN,990217.0,213958.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.753939793888335,-73.97846287522192,"(40.753939793888335, -73.97846287522192)"
61,45278845,2020-01-01 00:16:31,2020-03-13 15:23:31,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,,11212.0,175 TAPSCOTT STREET,TAPSCOTT STREET,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,,BROOKLYN,TAPSCOTT STREET,,Closed,,"A representative from the Taxi and Limousine Commission (TLC) called and left a message for you and emailed you but has not been able to get in touch with you to confirm the details of your complaint. As a result, the TLC has closed your complaint. If you would like to have your complaint reopened, please call (212) 676-1046.",03/13/2020 03:23:35 PM,16 BROOKLYN,3035500016.0,BROOKLYN,1006511.0,180934.0,PHONE,Unspecified,BROOKLYN,,,"175 TAPSCOTT STREET, BROOKLYN, NY, 11212",,,,,40.66327077023985,-73.91976096651595,"(40.66327077023984, -73.91976096651595)"
62,45280757,2020-01-01 00:16:36,2020-01-01 06:34:27,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231.0,203 HUNTINGTON STREET,HUNTINGTON STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,,BROOKLYN,HUNTINGTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 06:34:31 AM,06 BROOKLYN,3004740038.0,BROOKLYN,984796.0,185405.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67557063450101,-73.9980315984911,"(40.67557063450101, -73.9980315984911)"
63,45281372,2020-01-01 00:17:03,2020-01-01 01:49:50,NYPD,New York City Police Department,Blocked Driveway,No Access,,10033.0,4172 BROADWAY,BROADWAY,WEST  176 STREET,WEST  177 STREET,WEST  176 STREET,WEST  177 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 01:49:52 AM,12 MANHATTAN,1021450015.0,MANHATTAN,1001378.0,247995.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.84734744600274,-73.9380918554162,"(40.84734744600274, -73.9380918554162)"
64,45283810,2020-01-01 00:17:10,2020-01-01 00:17:14,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016.0,239 EAST   28 STREET,EAST   28 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   28 STREET,,Closed,,,,06 MANHATTAN,1009090020.0,MANHATTAN,989999.0,209354.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7413031160762,-73.979253654029,"(40.741303116076196, -73.97925365402898)"
65,45281907,2020-01-01 00:17:26,2020-01-01 03:21:40,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11420.0,116-52 120 STREET,120 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,ROCKAWAY BOULEVARD,SUTTER AVENUE,,SOUTH OZONE PARK,120 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:21:42 AM,10 QUEENS,,QUEENS,1034651.0,185488.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.67565498917981,-73.81829743393693,"(40.67565498917981, -73.81829743393693)"
66,45281791,2020-01-01 00:17:56,2020-01-01 03:08:56,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11223.0,2695 SHELL ROAD,SHELL ROAD,DANK COURT,AVENUE Z,DANK COURT,AVENUE Z,,BROOKLYN,SHELL ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:09:00 AM,13 BROOKLYN,3072127501.0,BROOKLYN,991357.0,152915.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58638962807592,-73.97441254920983,"(40.58638962807592, -73.97441254920983)"
67,45280447,2020-01-01 00:18:42,2020-01-01 07:42:26,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10017.0,299 MADISON AVENUE,MADISON AVENUE,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,,NEW YORK,MADISON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2020 07:42:27 AM,05 MANHATTAN,1012760023.0,MANHATTAN,989953.0,213288.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75210098800935,-73.97941631773456,"(40.752100988009346, -73.97941631773456)"
68,45282589,2020-01-01 00:18:49,2020-01-01 01:56:25,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,11209.0,8424 3 AVENUE,3 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,,BROOKLYN,3 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2020 01:56:28 AM,10 BROOKLYN,3060240047.0,BROOKLYN,975776.0,166907.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62479360728003,-74.03052663868758,"(40.62479360728003, -74.03052663868758)"
69,45284607,2020-01-01 00:18:54,2020-01-01 01:45:14,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456.0,1221 COLLEGE AVENUE,COLLEGE AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,,BRONX,COLLEGE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2020 01:45:17 AM,04 BRONX,2024390080.0,BRONX,1008281.0,242832.0,MOBILE,Unspecified,BRONX,,,,,,,,40.83316043314273,-73.91315988360401,"(40.833160433142744, -73.91315988360402)"
70,45277961,2020-01-01 00:18:57,2020-01-01 01:21:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11215.0,11 STREET,11 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 01:21:11 AM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
71,45281596,2020-01-01 00:19:33,2020-01-01 04:32:29,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013.0,33 PELL STREET,PELL STREET,DOYERS STREET,MOTT STREET,DOYERS STREET,MOTT STREET,,NEW YORK,PELL STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 04:32:36 AM,03 MANHATTAN,1001620018.0,MANHATTAN,984731.0,199720.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71486199146536,-73.9982649097847,"(40.71486199146536, -73.99826490978468)"
72,45284178,2020-01-01 00:19:40,2020-01-01 02:36:01,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228.0,1331 78 STREET,78 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,,BROOKLYN,78 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2020 02:36:02 AM,10 BROOKLYN,3062440059.0,BROOKLYN,981916.0,164469.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61810555119453,-74.00840713176001,"(40.61810555119453, -74.00840713176002)"
73,45333904,2020-01-01 00:20:00,2020-01-01 00:50:00,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,11218.0,,,,,12 AVENUE,39 STREET,INTERSECTION,BROOKLYN,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/01/2020 12:50:00 AM,12 BROOKLYN,,BROOKLYN,987443.0,173158.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.641954753879034,-73.98849461599339,"(40.64195475387904, -73.98849461599339)"
74,45282449,2020-01-01 00:20:13,2020-01-01 00:30:22,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,10462.0,1700 METROPOLITAN AVENUE,METROPOLITAN AVENUE,LINDEN DRIVE,PURDY STREET,LINDEN DRIVE,PURDY STREET,,BRONX,METROPOLITAN AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,01/01/2020 12:30:25 AM,09 BRONX,2039437501.0,BRONX,1024556.0,245559.0,PHONE,Unspecified,BRONX,,,,,,,,40.84058596809541,-73.85433109493906,"(40.840585968095404, -73.85433109493906)"
75,45284239,2020-01-01 00:20:46,2020-01-02 13:20:00,DOT,Department of Transportation,Street Condition,Pothole,,10003.0,,,,,3 AVENUE,EAST 14 STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,01/02/2020 01:20:00 PM,03 MANHATTAN,,MANHATTAN,987803.0,206435.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.73329233817604,-73.98717987386496,"(40.73329233817604, -73.98717987386496)"
76,45278177,2020-01-01 00:20:57,2020-01-01 10:04:37,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460.0,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,,BRONX,HOE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2020 10:04:40 AM,03 BRONX,2029830030.0,BRONX,1015446.0,244002.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83634934042209,-73.88726251817741,"(40.83634934042209, -73.88726251817741)"
77,45278181,2020-01-01 00:21:03,2020-01-01 03:05:49,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226.0,14 MARTENSE COURT,MARTENSE COURT,DEAD END,MARTENSE STREET,DEAD END,MARTENSE STREET,,BROOKLYN,MARTENSE COURT,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:05:54 AM,14 BROOKLYN,3050860082.0,BROOKLYN,995901.0,176595.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.651381487375566,-73.9580118464542,"(40.65138148737557, -73.9580118464542)"
78,45283752,2020-01-01 00:21:29,2020-01-01 03:38:23,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11230.0,1010 AVENUE N,AVENUE N,EAST   10 STREET,CONEY ISLAND AVENUE,EAST   10 STREET,CONEY ISLAND AVENUE,,BROOKLYN,AVENUE N,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2020 03:38:27 AM,12 BROOKLYN,3065920004.0,BROOKLYN,994207.0,163380.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61511118460329,-73.96413622187085,"(40.6151111846033, -73.96413622187085)"
79,45283819,2020-01-01 00:21:30,2020-01-01 01:41:55,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10452.0,975 WALTON AVENUE,WALTON AVENUE,EAST  161 STREET,EAST  164 STREET,EAST  161 STREET,EAST  164 STREET,,BRONX,WALTON AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2020 01:41:56 AM,04 BRONX,2024760022.0,BRONX,1005614.0,241459.0,PHONE,Unspecified,BRONX,,,,,,,,40.82939879796543,-73.92280191014713,"(40.829398797965425, -73.92280191014713)"
80,45281843,2020-01-01 00:21:31,2020-01-01 03:37:58,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11230.0,961 EAST    7 STREET,EAST    7 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,,BROOKLYN,EAST    7 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:38:02 AM,12 BROOKLYN,3065100066.0,BROOKLYN,992667.0,167877.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.627456107825495,-73.96967748784385,"(40.62745610782549, -73.96967748784384)"
81,45282875,2020-01-01 00:21:55,2020-01-01 03:46:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11423.0,183-18 91 AVENUE,91 AVENUE,183 STREET,184 STREET,183 STREET,184 STREET,,HOLLIS,91 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:46:42 AM,12 QUEENS,4099030036.0,QUEENS,1045958.0,198146.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.710326562752,-73.77741834276719,"(40.710326562752, -73.77741834276719)"
82,45287663,2020-01-01 00:22:01,2020-01-03 15:47:55,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452.0,111 EAST  172 STREET,EAST  172 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",01/03/2020 03:47:55 PM,04 BRONX,2028350012.0,BRONX,1008030.0,245855.0,ONLINE,Unspecified,BRONX,,,,,,,,40.841458367221215,-73.91405619639472,"(40.84145836722121, -73.91405619639474)"
83,45281323,2020-01-01 00:22:26,2020-01-01 00:22:28,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016.0,326 EAST   28 STREET,EAST   28 STREET,MOUNT CARMEL PLACE,1 AVENUE,MOUNT CARMEL PLACE,1 AVENUE,,NEW YORK,EAST   28 STREET,,Closed,,,,06 MANHATTAN,,MANHATTAN,990585.0,209015.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74037224508269,-73.97713928235217,"(40.74037224508269, -73.97713928235217)"
84,45284151,2020-01-01 00:22:48,2020-01-01 05:03:31,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013.0,123 MULBERRY STREET,MULBERRY STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,,NEW YORK,MULBERRY STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 05:03:35 AM,02 MANHATTAN,1002060017.0,MANHATTAN,984775.0,200826.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71789769401913,-73.99810610425577,"(40.717897694019136, -73.99810610425577)"
85,45280138,2020-01-01 00:23:17,2020-01-01 11:08:46,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11361.0,41-42 CORPORAL KENNEDY STREET,CORPORAL KENNEDY STREET,LIRR PORT WASHINGTON LINE,42 AVENUE,LIRR PORT WASHINGTON LINE,42 AVENUE,,BAYSIDE,CORPORAL KENNEDY STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2020 11:08:49 AM,11 QUEENS,4062260001.0,QUEENS,1046496.0,217113.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.762382350983856,-73.77530228677367,"(40.76238235098386, -73.77530228677367)"
86,45284581,2020-01-01 00:23:29,2020-01-01 01:54:52,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11236.0,9301 FOSTER AVENUE,FOSTER AVENUE,EAST   93 STREET,EAST   94 STREET,EAST   93 STREET,EAST   94 STREET,,BROOKLYN,FOSTER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 01:54:52 AM,18 BROOKLYN,3081260010.0,BROOKLYN,1009559.0,174766.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64633277987409,-73.90879770675446,"(40.64633277987409, -73.90879770675446)"
87,45280073,2020-01-01 00:23:45,2020-01-01 11:02:10,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11366.0,73-28 197 STREET,197 STREET,73 AVENUE,75 AVENUE,73 AVENUE,75 AVENUE,,FRESH MEADOWS,197 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2020 11:02:13 AM,08 QUEENS,4071840018.0,QUEENS,1046608.0,207224.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.735238837130474,-73.77498968322983,"(40.73523883713048, -73.77498968322983)"
